fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,97.7,97.7,93.8,97.7,93.8,97.7,93.8
0.9,97.7,97.65,93.95,97.3,92.55,95.6,82.2
0.8,97.7,97.65,96.05,97.0,91.7,84.2,79.2
0.7,97.7,97.4,96.8,96.8,92.2,72.05,54.4
0.65,97.7,97.15,97.05,96.85,92.35,78.5,57.8
0.6,97.7,97.0,97.0,96.75,87.25,75.15,57.7
0.55,97.7,96.95,96.8,96.75,90.35,83.9,63.1
0.5,97.7,96.75,96.7,96.7,91.2,50.25,50.4
0.45,97.7,96.8,96.8,95.75,86.55,56.75,68.15
0.4,97.7,96.8,96.9,95.15,88.3,73.05,71.5
0.35,97.7,96.55,96.55,94.0,87.5,80.7,76.0
0.3,97.7,96.45,95.9,91.7,77.7,82.55,76.9
0.25,97.7,96.4,96.4,90.95,89.2,70.75,69.45
0.2,97.7,95.8,96.5,88.3,75.7,69.4,66.55
0.15,97.7,83.55,96.3,86.05,73.2,63.75,56.15
0.1,97.7,52.2,68.55,76.9,64.0,61.85,57.9
0.05,97.7,50.0,50.0,66.75,61.6,69.1,47.3
0.01,97.7,50.0,50.0,49.65,49.7,50.0,50.0
0.005,97.7,50.0,50.0,50.0,50.0,50.0,50.0
0.001,97.7,50.0,50.0,50.0,50.0,50.0,50.0
