fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,99.39285714285714,99.39285714285714,98.32142857142857,99.39285714285714,98.32142857142857,99.39285714285714,98.32142857142857
0.9,99.39285714285714,99.35714285714286,98.21428571428571,99.39285714285714,98.39285714285714,96.71428571428571,95.67857142857143
0.8,99.39285714285714,99.35714285714286,98.78571428571429,99.25,98.07142857142857,98.42857142857143,96.46428571428571
0.7,99.39285714285714,99.39285714285714,99.03571428571429,99.10714285714286,97.67857142857143,97.64285714285714,95.89285714285714
0.65,99.39285714285714,99.39285714285714,99.14285714285714,99.07142857142857,97.46428571428571,96.75,94.75
0.6,99.39285714285714,99.39285714285714,99.21428571428571,98.42857142857143,97.25,97.28571428571429,97.39285714285714
0.55,99.39285714285714,99.39285714285714,99.21428571428571,98.92857142857143,96.96428571428571,98.53571428571429,97.60714285714286
0.5,99.39285714285714,99.39285714285714,99.28571428571429,98.75,95.64285714285714,95.35714285714286,91.14285714285714
0.45,99.39285714285714,99.39285714285714,99.35714285714286,93.92857142857143,96.14285714285714,65.82142857142857,67.78571428571429
0.4,99.39285714285714,99.35714285714286,99.39285714285714,96.42857142857143,94.5,69.85714285714286,56.964285714285715
0.35,99.39285714285714,98.42857142857143,99.39285714285714,94.75,94.85714285714286,52.785714285714285,45.785714285714285
0.3,99.39285714285714,98.17857142857143,99.35714285714286,94.67857142857143,91.17857142857143,34.5,33.67857142857143
0.25,99.39285714285714,94.96428571428571,99.39285714285714,93.46428571428571,85.60714285714286,73.92857142857143,45.214285714285715
0.2,99.39285714285714,82.92857142857143,98.57142857142857,87.17857142857143,82.57142857142857,61.035714285714285,59.035714285714285
0.15,99.39285714285714,56.5,62.892857142857146,78.42857142857143,79.53571428571429,49.57142857142857,49.285714285714285
0.1,99.39285714285714,70.92857142857143,73.92857142857143,70.28571428571429,72.35714285714286,34.964285714285715,27.857142857142858
0.05,99.39285714285714,50.75,50.75,56.607142857142854,61.892857142857146,50.0,50.0
0.01,99.39285714285714,50.75,50.75,50.75,50.75,50.75,50.75
0.005,99.39285714285714,50.75,50.75,50.75,50.75,50.75,50.75
0.001,99.39285714285714,50.75,50.75,50.75,50.75,50.75,50.75
