fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,97.6,97.6,95.5,97.6,95.5,97.6,95.5
0.9,97.6,97.6,95.85,97.5,95.1,92.85,85.05
0.8,97.6,97.55,96.15,97.15,95.0,56.4,59.9
0.7,97.6,97.55,96.25,97.1,94.6,56.55,51.55
0.65,97.6,97.6,96.55,96.4,92.4,54.8,51.05
0.6,97.6,97.55,96.7,96.15,94.65,67.0,51.8
0.55,97.6,97.45,97.1,96.75,92.05,91.45,62.2
0.5,97.6,97.55,97.15,95.95,91.2,90.45,65.5
0.45,97.6,97.4,97.25,95.15,90.15,89.45,59.75
0.4,97.6,97.2,97.25,92.75,89.25,58.2,51.05
0.35,97.6,97.15,97.1,94.35,82.85,51.05,50.25
0.3,97.6,96.75,97.0,92.9,84.1,50.6,49.75
0.25,97.6,96.65,96.65,88.1,79.85,50.0,50.0
0.2,97.6,96.3,96.05,84.75,80.25,44.95,32.45
0.15,97.6,93.7,96.15,74.4,67.1,47.85,43.3
0.1,97.6,56.8,58.8,73.3,66.2,40.05,44.95
0.05,97.6,50.25,50.45,61.9,62.35,66.25,82.8
0.01,97.6,50.0,50.0,51.7,45.5,50.0,50.0
0.005,97.6,50.0,50.0,50.0,50.0,50.0,50.0
0.001,97.6,50.0,50.0,50.0,50.0,50.0,50.0
