fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.7,100.0,100.0,100.0,100.0,100.0,49.1,0.0
0.65,100.0,100.0,100.0,100.0,96.2,74.53333333333333,2.3333333333333335
0.6,100.0,100.0,100.0,100.0,99.3,47.333333333333336,0.0
0.55,100.0,100.0,100.0,100.0,99.96666666666667,26.633333333333333,0.0
0.5,100.0,100.0,100.0,100.0,95.3,57.63333333333333,0.03333333333333333
0.45,100.0,100.0,100.0,100.0,90.83333333333333,26.333333333333332,5.966666666666667
0.4,100.0,100.0,100.0,98.03333333333333,98.73333333333333,50.766666666666666,11.566666666666666
0.35,100.0,100.0,100.0,100.0,85.43333333333334,0.0,0.0
0.3,100.0,100.0,100.0,97.83333333333333,92.63333333333334,0.3333333333333333,1.1
0.25,100.0,100.0,100.0,100.0,91.03333333333333,59.9,2.8333333333333335
0.2,100.0,100.0,100.0,96.13333333333334,84.13333333333334,49.93333333333333,0.0
0.15,100.0,100.0,100.0,89.96666666666667,83.9,8.866666666666667,0.0
0.1,100.0,100.0,100.0,77.5,67.2,0.0,0.0
0.05,100.0,100.0,100.0,69.83333333333333,60.36666666666667,79.03333333333333,0.1
0.01,100.0,50.8,50.8,50.8,50.8,50.8,50.8
0.005,100.0,50.8,50.8,50.8,50.8,50.8,50.8
0.001,100.0,50.8,50.8,50.8,50.8,50.8,50.8
