fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,98.15,98.15,71.9,98.15,71.9,98.15,71.9
0.9,98.15,98.1,73.1,97.95,70.0,79.25,50.05
0.8,98.15,98.15,73.4,97.8,73.9,52.1,50.0
0.7,98.15,98.1,86.1,97.8,73.25,50.0,50.0
0.65,98.15,98.15,89.6,97.9,67.75,50.0,50.0
0.6,98.15,98.3,94.75,97.6,71.75,50.0,50.0
0.55,98.15,97.85,96.85,97.95,72.1,50.0,50.0
0.5,98.15,97.05,96.35,97.5,68.4,49.95,50.0
0.45,98.15,96.65,95.65,96.8,72.2,47.9,48.3
0.4,98.15,95.7,92.55,97.2,72.45,48.95,48.5
0.35,98.15,95.2,91.25,95.4,77.55,49.95,76.05
0.3,98.15,95.9,94.7,93.9,72.8,52.3,66.65
0.25,98.15,91.9,90.45,92.6,69.1,50.6,49.95
0.2,98.15,92.65,93.95,86.45,69.65,64.65,46.85
0.15,98.15,79.75,83.7,83.45,62.4,41.25,48.75
0.1,98.15,79.55,74.7,68.7,67.0,50.2,56.85
0.05,98.15,81.7,83.15,66.6,54.0,40.05,43.25
0.01,98.15,50.0,50.0,52.5,47.9,50.0,50.0
0.005,98.15,50.0,50.0,51.5,52.0,50.0,50.0
0.001,98.15,50.0,50.0,50.0,50.0,50.0,50.0
