fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,98.55,98.55,76.75,98.55,76.75,98.55,76.75
0.9,98.55,98.5,77.3,98.05,76.8,67.4,50.0
0.8,98.55,98.3,85.9,97.7,75.0,50.05,50.0
0.7,98.55,98.25,88.55,97.1,77.25,50.0,50.0
0.65,98.55,97.9,92.9,96.15,76.7,50.0,50.0
0.6,98.55,97.2,96.25,97.75,75.1,50.0,50.0
0.55,98.55,96.45,96.85,94.2,71.25,50.0,50.0
0.5,98.55,94.9,96.15,96.4,74.4,50.0,50.0
0.45,98.55,93.15,94.75,94.7,74.95,50.0,50.0
0.4,98.55,91.6,92.1,92.15,75.95,50.0,50.0
0.35,98.55,89.2,88.2,92.65,78.65,37.9,50.0
0.3,98.55,83.95,83.3,88.25,70.9,49.95,50.0
0.25,98.55,83.25,83.25,89.9,69.3,50.0,50.0
0.2,98.55,73.45,66.05,84.3,72.25,50.05,50.15
0.15,98.55,67.7,58.25,72.8,65.1,50.2,50.0
0.1,98.55,71.2,61.15,69.95,53.4,50.1,50.25
0.05,98.55,73.9,68.85,52.45,54.65,48.55,49.55
0.01,98.55,50.0,50.0,50.05,50.4,49.8,49.9
0.005,98.55,50.0,50.0,48.1,52.0,50.8,45.45
0.001,98.55,50.0,50.0,50.0,50.0,50.0,50.0
