fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,84.42857142857143,84.42857142857143,48.75,84.42857142857143,48.75,84.42857142857143,48.75
0.9,84.42857142857143,83.39285714285714,48.75,74.53571428571429,48.75,68.0,48.75
0.8,84.42857142857143,82.78571428571429,48.75,70.35714285714286,49.357142857142854,66.21428571428571,48.82142857142857
0.7,84.42857142857143,66.60714285714286,48.75,62.67857142857143,49.67857142857143,49.67857142857143,47.785714285714285
0.65,84.42857142857143,57.17857142857143,48.892857142857146,63.892857142857146,51.75,48.75,46.535714285714285
0.6,84.42857142857143,52.964285714285715,48.92857142857143,59.42857142857143,50.964285714285715,48.75,46.035714285714285
0.55,84.42857142857143,51.5,67.53571428571429,61.92857142857143,50.714285714285715,48.75,44.25
0.5,84.42857142857143,51.25,59.75,59.392857142857146,54.285714285714285,48.75,46.07142857142857
0.45,84.42857142857143,51.25,51.25,56.392857142857146,52.67857142857143,47.82142857142857,44.357142857142854
0.4,84.42857142857143,51.25,51.25,56.07142857142857,55.107142857142854,37.535714285714285,51.214285714285715
0.35,84.42857142857143,51.25,51.25,53.57142857142857,55.607142857142854,49.25,51.25
0.3,84.42857142857143,51.25,51.25,51.5,55.17857142857143,51.25,51.25
0.25,84.42857142857143,51.25,51.25,52.67857142857143,52.75,51.25,51.25
0.2,84.42857142857143,51.25,51.25,52.25,51.75,51.25,51.25
0.15,84.42857142857143,51.25,51.25,52.285714285714285,52.67857142857143,51.25,51.25
0.1,84.42857142857143,51.25,51.25,51.142857142857146,50.964285714285715,51.25,51.25
0.05,84.42857142857143,51.25,51.25,50.357142857142854,51.17857142857143,51.25,51.25
0.01,84.42857142857143,51.25,51.25,51.25,51.25,51.25,51.25
0.005,84.42857142857143,51.25,51.25,51.25,51.25,51.25,51.25
0.001,84.42857142857143,51.25,51.25,51.25,51.25,51.25,51.25
