fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,98.3,98.3,61.25,98.3,61.25,98.3,61.25
0.9,98.3,98.35,54.6,98.05,61.5,50.0,50.0
0.8,98.3,98.15,61.4,98.0,62.6,50.0,50.0
0.7,98.3,97.7,84.6,96.45,64.8,50.0,50.0
0.65,98.3,96.95,92.1,97.3,65.2,65.25,50.05
0.6,98.3,95.75,95.4,96.35,68.0,50.1,50.05
0.55,98.3,94.3,96.55,95.75,63.5,50.0,50.0
0.5,98.3,91.6,94.75,90.3,64.85,50.0,50.0
0.45,98.3,89.65,86.75,93.9,64.25,50.0,50.0
0.4,98.3,89.95,91.15,92.25,69.7,50.0,50.0
0.35,98.3,91.95,91.55,89.85,68.0,46.75,49.0
0.3,98.3,90.5,91.55,89.95,60.75,55.35,59.7
0.25,98.3,89.0,93.5,78.2,69.15,56.1,62.3
0.2,98.3,80.4,87.2,77.45,65.8,59.95,58.8
0.15,98.3,72.45,80.0,78.0,59.35,51.25,49.2
0.1,98.3,72.7,81.25,68.0,55.75,47.3,49.9
0.05,98.3,63.9,71.0,57.95,51.0,49.7,50.15
0.01,98.3,50.0,50.0,50.8,50.75,50.0,50.0
0.005,98.3,50.0,50.0,50.0,50.0,50.0,50.0
0.001,98.3,50.0,50.0,50.0,50.0,50.0,50.0
