fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.65,100.0,100.0,100.0,100.0,100.0,100.0,52.93333333333333
0.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.55,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.5,100.0,100.0,100.0,100.0,100.0,100.0,50.96666666666667
0.45,100.0,100.0,100.0,100.0,98.36666666666666,100.0,50.86666666666667
0.4,100.0,100.0,100.0,100.0,100.0,50.86666666666667,50.86666666666667
0.35,100.0,100.0,100.0,100.0,97.6,50.86666666666667,50.86666666666667
0.3,100.0,100.0,100.0,100.0,100.0,50.86666666666667,50.86666666666667
0.25,100.0,100.0,100.0,100.0,100.0,50.86666666666667,50.86666666666667
0.2,100.0,100.0,100.0,95.53333333333333,95.93333333333334,50.86666666666667,0.0
0.15,100.0,100.0,100.0,99.66666666666667,90.13333333333334,0.0,23.933333333333334
0.1,100.0,100.0,100.0,89.8,88.06666666666666,0.0,20.733333333333334
0.05,100.0,100.0,100.0,84.16666666666667,87.2,49.13333333333333,49.13333333333333
0.01,100.0,100.0,100.0,66.16666666666667,52.53333333333333,49.13333333333333,49.13333333333333
0.005,100.0,49.13333333333333,49.13333333333333,49.13333333333333,49.13333333333333,49.13333333333333,49.13333333333333
0.001,100.0,49.13333333333333,49.13333333333333,49.13333333333333,49.13333333333333,49.13333333333333,49.13333333333333
