fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,81.75,81.75,61.964285714285715,81.75,61.964285714285715,81.75,61.964285714285715
0.9,81.75,81.67857142857143,62.42857142857143,81.14285714285714,60.92857142857143,51.0,51.07142857142857
0.8,81.75,81.71428571428571,64.25,80.78571428571429,61.32142857142857,51.857142857142854,50.57142857142857
0.7,81.75,81.35714285714286,64.78571428571429,79.32142857142857,59.214285714285715,50.07142857142857,50.107142857142854
0.65,81.75,81.5,64.67857142857143,79.35714285714286,58.464285714285715,48.642857142857146,50.42857142857143
0.6,81.75,81.85714285714286,65.67857142857143,78.53571428571429,57.607142857142854,49.392857142857146,49.17857142857143
0.55,81.75,81.5,66.28571428571429,76.64285714285714,57.92857142857143,48.857142857142854,48.607142857142854
0.5,81.75,81.10714285714286,65.82142857142857,78.60714285714286,56.357142857142854,48.892857142857146,48.964285714285715
0.45,81.75,81.0,66.39285714285714,76.57142857142857,55.25,50.892857142857146,50.32142857142857
0.4,81.75,80.78571428571429,67.42857142857143,74.96428571428571,55.0,50.107142857142854,50.214285714285715
0.35,81.75,81.5,68.25,72.28571428571429,54.892857142857146,50.535714285714285,52.142857142857146
0.3,81.75,81.25,69.39285714285714,71.25,53.535714285714285,50.214285714285715,50.785714285714285
0.25,81.75,81.07142857142857,69.0,69.71428571428571,53.92857142857143,48.214285714285715,50.07142857142857
0.2,81.75,82.03571428571429,70.03571428571429,63.785714285714285,52.357142857142854,49.0,49.42857142857143
0.15,81.75,82.46428571428571,71.25,60.0,53.035714285714285,48.892857142857146,51.107142857142854
0.1,81.75,82.14285714285714,71.75,58.57142857142857,50.964285714285715,50.17857142857143,50.357142857142854
0.05,81.75,81.82142857142857,72.53571428571429,54.5,51.67857142857143,51.32142857142857,51.0
0.01,81.75,50.214285714285715,50.214285714285715,51.75,49.357142857142854,49.5,50.5
0.005,81.75,50.214285714285715,50.214285714285715,50.785714285714285,49.035714285714285,50.17857142857143,50.964285714285715
0.001,81.75,50.214285714285715,50.214285714285715,50.214285714285715,50.214285714285715,50.214285714285715,50.214285714285715
