fraction,model,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
0.001,7.0,98.45,50.0,50.0,50.0,50.0,50.0,50.0
0.005,7.0,98.45,50.0,50.0,51.15,49.9,50.0,50.0
0.01,7.0,98.45,50.0,50.0,50.25,50.7,50.0,50.0
0.05,7.0,98.45,73.9,80.5,59.75,54.5,50.65,49.85
0.1,7.0,98.45,85.95,86.45,71.35,60.2,49.95,49.95
0.15,7.0,98.45,88.8,84.2,80.6,65.3,50.25,50.0
0.2,7.0,98.45,90.1,89.1,82.5,69.9,49.95,50.15
0.25,7.0,98.45,89.85,88.75,88.15,72.75,50.1,50.0
0.3,7.0,98.45,90.85,86.35,90.7,74.95,50.15,50.1
0.35,7.0,98.45,91.6,86.65,92.25,78.55,49.9,50.0
0.4,7.0,98.45,91.7,86.3,93.35,77.9,49.95,50.0
0.45,7.0,98.45,93.55,89.9,94.75,76.8,50.0,50.0
0.5,7.0,98.45,94.9,94.35,96.05,78.7,50.0,50.0
0.55,7.0,98.45,96.0,96.4,96.15,76.55,50.0,50.0
0.6,7.0,98.45,97.2,95.0,96.65,77.0,50.0,50.0
0.65,7.0,98.45,97.9,93.5,97.25,84.7,50.15,50.0
0.7,7.0,98.45,98.2,89.7,97.6,80.85,50.75,50.0
0.8,7.0,98.45,98.3,83.7,97.85,81.85,51.6,50.0
0.9,7.0,98.45,98.45,82.1,98.15,80.5,77.25,50.0
1.0,7.0,98.45,98.45,81.85,98.45,81.85,98.45,81.85
