fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,98.05,98.05,53.05,98.05,53.05,98.05,53.05
0.9,98.05,98.1,60.5,97.75,58.4,50.0,50.0
0.8,98.05,98.0,62.2,97.1,56.0,50.0,50.0
0.7,98.05,97.3,83.2,94.6,57.8,50.0,50.0
0.65,98.05,95.9,90.5,93.95,70.65,50.0,50.0
0.6,98.05,94.05,95.5,91.7,56.9,50.0,49.95
0.55,98.05,89.95,95.1,94.35,68.7,50.25,49.9
0.5,98.05,87.45,90.15,93.35,58.5,49.9,49.95
0.45,98.05,85.6,88.8,89.7,69.1,50.0,50.0
0.4,98.05,84.8,89.35,90.75,65.35,49.65,49.95
0.35,98.05,85.8,90.75,89.3,64.4,50.0,50.0
0.3,98.05,83.1,89.5,87.25,62.55,50.0,50.0
0.25,98.05,73.85,82.3,78.3,57.5,50.0,31.85
0.2,98.05,61.3,64.8,81.75,59.15,44.6,44.25
0.15,98.05,50.0,50.0,70.8,61.0,47.95,48.1
0.1,98.05,50.0,50.0,67.2,54.6,50.6,47.65
0.05,98.05,50.0,50.0,60.7,54.0,55.9,54.55
0.01,98.05,50.0,50.0,50.0,50.0,50.0,50.0
0.005,98.05,50.0,50.0,50.0,50.0,50.0,50.0
0.001,98.05,50.0,50.0,50.0,50.0,50.0,50.0
