fraction,model,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
0.001,3.5,62.73214285714286,49.60714285714286,49.60714285714286,49.60714285714286,49.60714285714286,49.60714285714286,49.60714285714286
0.005,3.5,62.73214285714286,49.60714285714286,49.60714285714286,49.60714285714286,49.60714285714286,49.60714285714286,49.60714285714286
0.01,3.5,62.73214285714286,49.60714285714286,49.60714285714286,49.60714285714286,49.57142857142857,49.60714285714286,49.60714285714286
0.05,3.5,62.73214285714286,49.60714285714286,49.60714285714286,49.85714285714286,49.92857142857143,49.58928571428572,49.42857142857143
0.1,3.5,62.73214285714286,49.60714285714286,49.60714285714286,49.89285714285714,50.07142857142858,49.44642857142858,49.25
0.15,3.5,62.73214285714286,49.60714285714286,49.60714285714286,50.17857142857143,49.910714285714285,48.51785714285714,48.964285714285715
0.2,3.5,62.73214285714286,49.892857142857146,49.910714285714285,50.785714285714285,50.82142857142857,48.625,48.30357142857143
0.25,3.5,62.73214285714286,50.01785714285714,50.46428571428572,51.32142857142857,51.375,47.44642857142857,47.94642857142857
0.3,3.5,62.73214285714286,50.642857142857146,51.214285714285715,51.875,51.535714285714285,48.23214285714286,47.35714285714286
0.35,3.5,62.73214285714286,51.14285714285714,53.0,53.44642857142857,50.89285714285714,47.785714285714285,48.75
0.4,3.5,62.73214285714286,52.46428571428571,55.67857142857142,53.57142857142857,51.96428571428571,47.80357142857143,48.285714285714285
0.45,3.5,62.73214285714286,53.375,57.48214285714286,53.85714285714286,52.75,49.160714285714285,47.89285714285714
0.5,3.5,62.73214285714286,58.32142857142857,57.92857142857143,55.26785714285714,52.51785714285714,49.660714285714285,48.517857142857146
0.55,3.5,62.73214285714286,59.55357142857143,57.44642857142857,56.089285714285715,53.67857142857143,49.785714285714285,49.23214285714286
0.6,3.5,62.73214285714286,60.32142857142857,56.66071428571429,57.21428571428572,52.80357142857143,49.92857142857142,49.017857142857146
0.65,3.5,62.73214285714286,60.51785714285714,56.75,56.98214285714286,53.10714285714286,50.41071428571429,49.5
0.7,3.5,62.73214285714286,60.69642857142857,56.42857142857143,57.80357142857143,53.32142857142858,49.910714285714285,49.44642857142857
0.8,3.5,62.73214285714286,61.785714285714285,53.32142857142858,59.214285714285715,53.125,52.17857142857143,49.875
0.9,3.5,62.73214285714286,62.285714285714285,52.160714285714285,60.75,52.910714285714285,57.19642857142857,51.78571428571429
1.0,3.5,62.73214285714286,62.73214285714286,52.17857142857142,62.73214285714286,52.17857142857142,62.73214285714286,52.17857142857142
