fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,99.14285714285714,99.14285714285714,98.82142857142857,99.14285714285714,98.82142857142857,99.14285714285714,98.82142857142857
0.9,99.14285714285714,99.14285714285714,98.75,99.07142857142857,98.42857142857143,99.03571428571429,99.0
0.8,99.14285714285714,99.14285714285714,98.82142857142857,98.78571428571429,98.07142857142857,98.78571428571429,98.78571428571429
0.7,99.14285714285714,99.14285714285714,98.28571428571429,98.60714285714286,97.67857142857143,98.67857142857143,99.07142857142857
0.65,99.14285714285714,99.10714285714286,98.10714285714286,98.57142857142857,97.10714285714286,98.35714285714286,99.0
0.6,99.14285714285714,99.14285714285714,98.53571428571429,97.85714285714286,96.46428571428571,97.75,92.92857142857143
0.55,99.14285714285714,99.07142857142857,98.42857142857143,97.03571428571429,94.21428571428571,95.53571428571429,93.82142857142857
0.5,99.14285714285714,99.03571428571429,98.25,96.07142857142857,93.35714285714286,71.89285714285714,87.75
0.45,99.14285714285714,99.10714285714286,98.42857142857143,94.17857142857143,91.14285714285714,98.46428571428571,92.03571428571429
0.4,99.14285714285714,99.0,98.17857142857143,88.96428571428571,89.10714285714286,85.71428571428571,90.32142857142857
0.35,99.14285714285714,99.14285714285714,98.21428571428571,91.39285714285714,80.46428571428571,98.53571428571429,99.0
0.3,99.14285714285714,98.96428571428571,98.64285714285714,86.57142857142857,78.75,93.96428571428571,98.39285714285714
0.25,99.14285714285714,98.75,98.78571428571429,79.0,81.46428571428571,96.64285714285714,94.57142857142857
0.2,99.14285714285714,98.96428571428571,98.0,77.07142857142857,78.10714285714286,92.14285714285714,97.17857142857143
0.15,99.14285714285714,98.0,98.85714285714286,77.57142857142857,70.46428571428571,50.857142857142854,50.857142857142854
0.1,99.14285714285714,95.03571428571429,94.96428571428571,64.21428571428571,61.17857142857143,50.892857142857146,49.07142857142857
0.05,99.14285714285714,49.142857142857146,49.142857142857146,54.5,58.714285714285715,49.142857142857146,49.142857142857146
0.01,99.14285714285714,49.142857142857146,49.142857142857146,49.142857142857146,49.142857142857146,49.142857142857146,49.142857142857146
0.005,99.14285714285714,49.142857142857146,49.142857142857146,49.142857142857146,49.142857142857146,49.142857142857146,49.142857142857146
0.001,99.14285714285714,49.142857142857146,49.142857142857146,49.142857142857146,49.142857142857146,49.142857142857146,49.142857142857146
