fraction,model,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
0.001,7.0,89.67857142857143,50.17857142857143,50.17857142857143,50.17857142857143,50.17857142857143,50.17857142857143,50.17857142857143
0.005,7.0,89.67857142857143,50.17857142857143,50.17857142857143,50.17857142857143,50.17857142857143,50.17857142857143,50.17857142857143
0.01,7.0,89.67857142857143,79.53571428571429,66.25,50.392857142857146,49.785714285714285,50.35714285714285,50.32142857142857
0.05,7.0,89.67857142857143,82.07142857142857,64.92857142857143,53.46428571428572,51.0,49.785714285714285,49.67857142857143
0.1,7.0,89.67857142857143,82.46428571428571,62.21428571428572,58.67857142857143,51.25,49.892857142857146,49.285714285714285
0.15,7.0,89.67857142857143,83.67857142857143,63.392857142857146,62.85714285714285,51.82142857142857,49.75,49.57142857142857
0.2,7.0,89.67857142857143,84.78571428571429,66.82142857142857,63.75,52.85714285714285,49.96428571428572,49.0
0.25,7.0,89.67857142857143,85.21428571428571,65.35714285714286,69.39285714285714,53.0,50.21428571428572,49.60714285714285
0.3,7.0,89.67857142857143,85.92857142857143,66.82142857142857,71.39285714285714,53.82142857142857,50.142857142857146,49.46428571428572
0.35,7.0,89.67857142857143,87.89285714285714,67.39285714285714,74.0,54.82142857142857,50.285714285714285,49.71428571428572
0.4,7.0,89.67857142857143,88.89285714285714,65.64285714285714,76.42857142857143,56.0,49.82142857142857,49.642857142857146
0.45,7.0,89.67857142857143,88.85714285714286,65.75,79.0,56.785714285714285,50.07142857142857,49.96428571428572
0.5,7.0,89.67857142857143,89.17857142857143,65.60714285714286,79.42857142857143,56.535714285714285,49.60714285714285,49.892857142857146
0.55,7.0,89.67857142857143,89.46428571428571,66.03571428571429,81.82142857142857,57.82142857142857,49.42857142857143,49.60714285714285
0.6,7.0,89.67857142857143,89.14285714285714,65.28571428571429,81.89285714285714,58.42857142857143,49.82142857142857,49.82142857142857
0.65,7.0,89.67857142857143,89.64285714285714,65.10714285714286,84.46428571428571,58.71428571428572,50.60714285714285,49.785714285714285
0.7,7.0,89.67857142857143,89.46428571428571,64.82142857142857,85.96428571428571,59.17857142857143,49.892857142857146,50.10714285714285
0.8,7.0,89.67857142857143,89.35714285714286,64.10714285714286,87.42857142857143,60.32142857142857,50.535714285714285,50.10714285714285
0.9,7.0,89.67857142857143,89.60714285714286,63.0,88.57142857142857,61.035714285714285,50.46428571428572,50.35714285714285
1.0,7.0,89.67857142857143,89.67857142857143,61.57142857142857,89.67857142857143,61.57142857142857,89.67857142857143,61.57142857142857
