fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,97.71428571428571,97.71428571428571,94.39285714285714,97.71428571428571,94.39285714285714,97.71428571428571,94.39285714285714
0.9,97.71428571428571,97.60714285714286,95.25,95.89285714285714,93.32142857142857,94.14285714285714,91.07142857142857
0.8,97.71428571428571,97.42857142857143,95.64285714285714,94.32142857142857,92.0,91.57142857142857,88.21428571428571
0.7,97.71428571428571,97.17857142857143,96.03571428571429,92.39285714285714,89.57142857142857,86.85714285714286,82.60714285714286
0.65,97.71428571428571,96.89285714285714,96.39285714285714,90.42857142857143,87.89285714285714,82.71428571428571,78.75
0.6,97.71428571428571,96.92857142857143,96.32142857142857,89.14285714285714,86.57142857142857,81.89285714285714,77.0
0.55,97.71428571428571,96.46428571428571,96.32142857142857,87.92857142857143,84.78571428571429,77.85714285714286,74.17857142857143
0.5,97.71428571428571,95.71428571428571,95.53571428571429,83.25,83.32142857142857,74.28571428571429,69.14285714285714
0.45,97.71428571428571,94.96428571428571,94.39285714285714,81.92857142857143,80.39285714285714,70.0,64.28571428571429
0.4,97.71428571428571,94.53571428571429,94.60714285714286,78.96428571428571,78.25,65.64285714285714,61.392857142857146
0.35,97.71428571428571,93.64285714285714,93.03571428571429,76.0,76.35714285714286,62.964285714285715,59.535714285714285
0.3,97.71428571428571,91.5,91.10714285714286,71.75,70.53571428571429,59.535714285714285,56.17857142857143
0.25,97.71428571428571,89.71428571428571,89.67857142857143,68.96428571428571,67.39285714285714,56.57142857142857,55.5
0.2,97.71428571428571,80.57142857142857,77.25,65.28571428571429,66.5,54.035714285714285,50.57142857142857
0.15,97.71428571428571,75.5,70.28571428571429,60.535714285714285,64.85714285714286,53.214285714285715,50.642857142857146
0.1,97.71428571428571,75.14285714285714,73.89285714285714,56.17857142857143,58.82142857142857,52.464285714285715,51.214285714285715
0.05,97.71428571428571,70.82142857142857,71.0,53.535714285714285,55.107142857142854,48.42857142857143,47.17857142857143
0.01,97.71428571428571,54.607142857142854,54.25,51.285714285714285,50.25,49.892857142857146,49.892857142857146
0.005,97.71428571428571,49.892857142857146,49.892857142857146,49.892857142857146,49.892857142857146,49.892857142857146,49.892857142857146
0.001,97.71428571428571,49.892857142857146,49.892857142857146,49.892857142857146,49.892857142857146,49.892857142857146,49.892857142857146
