fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,98.3,98.3,79.2,98.3,79.2,98.3,79.2
0.9,98.3,98.3,76.95,98.1,78.5,77.25,50.0
0.8,98.3,98.25,74.3,97.75,81.85,50.0,50.0
0.7,98.3,98.25,84.45,97.4,80.85,50.75,51.85
0.65,98.3,97.95,88.95,97.55,76.9,50.15,55.5
0.6,98.3,96.75,93.85,97.05,70.7,50.0,50.15
0.55,98.3,95.8,94.8,96.15,73.9,50.0,50.05
0.5,98.3,93.4,95.05,94.35,72.6,50.0,50.0
0.45,98.3,90.3,91.5,91.45,76.55,50.0,50.0
0.4,98.3,85.4,87.65,92.5,76.6,50.0,76.7
0.35,98.3,81.75,82.4,91.65,76.8,55.15,51.4
0.3,98.3,80.8,84.35,87.0,75.55,52.35,50.35
0.25,98.3,74.6,78.75,84.35,72.75,50.1,50.15
0.2,98.3,67.9,67.15,82.05,60.9,36.8,50.75
0.15,98.3,65.1,67.3,81.2,72.65,53.0,54.35
0.1,98.3,58.7,67.3,70.35,58.7,67.25,45.65
0.05,98.3,50.0,50.0,64.7,58.05,51.05,37.3
0.01,98.3,50.0,50.0,47.75,48.95,50.0,50.0
0.005,98.3,50.0,50.0,50.7,49.25,50.0,50.0
0.001,98.3,50.0,50.0,50.0,50.0,50.0,50.0
