fraction,model,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
0.001,3.5,85.33928571428572,49.07142857142857,49.07142857142857,49.07142857142857,49.07142857142857,49.07142857142857,49.07142857142857
0.005,3.5,85.33928571428572,49.48214285714286,49.48214285714286,49.51785714285714,49.46428571428571,49.142857142857146,49.17857142857142
0.01,3.5,85.33928571428572,62.375,58.607142857142854,49.82142857142857,49.410714285714285,49.35714285714286,49.392857142857146
0.05,3.5,85.33928571428572,81.48214285714286,66.58928571428572,52.33928571428571,50.58928571428572,49.05357142857143,49.42857142857143
0.1,3.5,85.33928571428572,84.33928571428572,67.91071428571428,57.98214285714286,51.64285714285714,49.17857142857143,48.964285714285715
0.15,3.5,85.33928571428572,84.10714285714286,68.30357142857143,60.785714285714285,51.839285714285715,48.76785714285714,49.035714285714285
0.2,3.5,85.33928571428572,83.96428571428571,68.48214285714286,63.73214285714286,53.07142857142857,48.875,49.23214285714286
0.25,3.5,85.33928571428572,84.53571428571428,68.19642857142858,68.48214285714286,53.660714285714285,48.69642857142857,48.75
0.3,3.5,85.33928571428572,84.73214285714286,67.92857142857143,70.73214285714286,55.39285714285714,48.67857142857143,49.01785714285714
0.35,3.5,85.33928571428572,85.14285714285714,67.30357142857143,73.10714285714286,56.035714285714285,48.76785714285714,49.07142857142858
0.4,3.5,85.33928571428572,85.82142857142857,67.83928571428571,75.05357142857142,55.964285714285715,48.910714285714285,49.0
0.45,3.5,85.33928571428572,85.75,69.64285714285714,77.51785714285714,56.92857142857143,48.98214285714286,49.089285714285715
0.5,3.5,85.33928571428572,85.58928571428571,69.01785714285714,77.76785714285714,57.892857142857146,49.10714285714285,49.25
0.55,3.5,85.33928571428572,85.51785714285714,68.32142857142857,79.16071428571428,58.35714285714286,49.625,49.10714285714286
0.6,3.5,85.33928571428572,85.44642857142857,68.21428571428572,80.46428571428572,59.14285714285714,50.05357142857143,49.25
0.65,3.5,85.33928571428572,85.25,68.26785714285714,81.94642857142857,60.23214285714286,49.71428571428572,48.94642857142857
0.7,3.5,85.33928571428572,85.33928571428572,67.83928571428572,82.19642857142857,60.73214285714286,49.73214285714286,49.75
0.8,3.5,85.33928571428572,85.32142857142857,66.78571428571428,83.67857142857142,61.67857142857143,50.714285714285715,50.42857142857143
0.9,3.5,85.33928571428572,85.375,64.89285714285714,84.89285714285714,62.19642857142857,50.76785714285714,50.82142857142857
1.0,3.5,85.33928571428572,85.33928571428572,63.32142857142858,85.33928571428572,63.32142857142858,85.33928571428572,63.32142857142858
