fraction,model,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
0.001,3.5,99.92857142857144,49.660714285714285,49.660714285714285,49.660714285714285,49.660714285714285,49.660714285714285,49.660714285714285
0.005,3.5,99.92857142857144,50.035714285714285,50.035714285714285,49.660714285714285,49.660714285714285,49.660714285714285,49.660714285714285
0.01,3.5,99.92857142857144,50.035714285714285,50.035714285714285,49.57142857142857,49.625,49.660714285714285,49.660714285714285
0.05,3.5,99.92857142857144,49.82142857142857,49.82142857142857,53.589285714285715,53.80357142857143,46.39285714285714,49.660714285714285
0.1,3.5,99.92857142857144,71.03571428571429,68.91071428571429,56.875,54.875,47.66071428571429,48.48214285714286
0.15,3.5,99.92857142857144,72.30357142857143,62.035714285714285,60.05357142857143,60.55357142857143,20.589285714285715,37.42857142857143
0.2,3.5,99.92857142857144,71.35714285714286,57.05357142857142,65.48214285714286,62.464285714285715,40.892857142857146,50.19642857142857
0.25,3.5,99.92857142857144,73.33928571428572,62.48214285714286,70.01785714285714,68.23214285714286,47.69642857142857,45.58928571428571
0.3,3.5,99.92857142857144,79.05357142857143,84.75,70.39285714285714,69.67857142857143,50.69642857142858,50.892857142857146
0.35,3.5,99.92857142857144,88.75,83.67857142857142,74.73214285714286,70.42857142857143,51.14285714285714,54.767857142857146
0.4,3.5,99.92857142857144,97.25,69.48214285714286,77.08928571428572,72.14285714285714,65.14285714285714,51.69642857142857
0.45,3.5,99.92857142857144,98.51785714285714,71.32142857142857,76.39285714285714,75.33928571428572,52.017857142857146,51.625
0.5,3.5,99.92857142857144,99.46428571428571,74.89285714285714,79.60714285714286,74.46428571428572,50.16071428571429,50.142857142857146
0.55,3.5,99.92857142857144,99.64285714285715,76.66071428571428,81.53571428571428,74.23214285714286,50.82142857142858,50.0
0.6,3.5,99.92857142857144,99.67857142857144,73.71428571428572,82.91071428571428,75.64285714285714,51.71428571428571,50.10714285714286
0.65,3.5,99.92857142857144,99.83928571428571,74.64285714285714,85.125,74.92857142857143,54.535714285714285,51.35714285714286
0.7,3.5,99.92857142857144,99.82142857142856,72.91071428571428,88.21428571428572,76.91071428571428,63.07142857142857,53.53571428571429
0.8,3.5,99.92857142857144,99.875,71.875,93.03571428571429,76.05357142857142,64.23214285714286,58.392857142857146
0.9,3.5,99.92857142857144,99.89285714285714,73.625,97.67857142857144,75.64285714285714,73.64285714285714,69.26785714285714
1.0,3.5,99.92857142857144,99.92857142857144,74.58928571428572,99.92857142857144,74.58928571428572,99.92857142857144,74.58928571428572
