fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,97.55,97.55,92.1,97.55,92.1,97.55,92.1
0.9,97.55,97.45,93.15,97.0,89.2,96.2,83.65
0.8,97.55,97.55,93.75,96.8,92.7,65.45,69.25
0.7,97.55,97.7,95.75,97.15,89.85,50.0,65.8
0.65,97.55,97.65,96.35,95.75,84.5,50.0,60.1
0.6,97.55,97.6,97.0,93.2,88.7,56.6,68.85
0.55,97.55,97.6,97.25,93.65,84.7,68.35,80.3
0.5,97.55,97.5,97.4,95.9,83.9,86.55,82.3
0.45,97.55,97.35,97.1,93.55,86.25,50.0,50.6
0.4,97.55,97.05,97.0,95.95,79.75,66.85,53.75
0.35,97.55,97.2,96.9,93.65,82.55,53.55,52.55
0.3,97.55,97.1,96.9,88.7,77.55,57.1,53.25
0.25,97.55,96.95,96.7,83.4,72.05,29.1,28.25
0.2,97.55,96.6,96.0,86.9,79.15,46.85,46.3
0.15,97.55,95.0,96.85,79.15,65.9,17.95,36.55
0.1,97.55,89.6,90.15,69.45,58.95,67.05,53.4
0.05,97.55,91.85,93.3,57.1,57.3,43.8,40.5
0.01,97.55,67.55,68.1,50.9,50.0,64.05,63.0
0.005,97.55,50.0,50.0,50.0,50.0,50.0,50.0
0.001,97.55,50.0,50.0,50.0,50.0,50.0,50.0
