fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,62.785714285714285,62.785714285714285,49.642857142857146,62.785714285714285,49.642857142857146,62.785714285714285,49.642857142857146
0.9,62.785714285714285,63.07142857142857,49.67857142857143,58.92857142857143,47.357142857142854,59.32142857142857,49.642857142857146
0.8,62.785714285714285,62.892857142857146,49.75,57.75,45.964285714285715,53.714285714285715,49.07142857142857
0.7,62.785714285714285,63.142857142857146,59.82142857142857,56.32142857142857,47.285714285714285,53.75,41.25
0.65,62.785714285714285,63.5,60.07142857142857,57.642857142857146,49.035714285714285,46.67857142857143,40.892857142857146
0.6,62.785714285714285,63.607142857142854,63.17857142857143,55.0,50.67857142857143,49.642857142857146,39.714285714285715
0.55,62.785714285714285,64.07142857142857,63.107142857142854,55.25,50.964285714285715,49.642857142857146,47.25
0.5,62.785714285714285,63.75,63.857142857142854,53.142857142857146,49.964285714285715,45.17857142857143,37.57142857142857
0.45,62.785714285714285,62.75,63.17857142857143,52.92857142857143,50.214285714285715,41.214285714285715,38.035714285714285
0.4,62.785714285714285,63.82142857142857,64.25,55.464285714285715,50.357142857142854,39.32142857142857,36.67857142857143
0.35,62.785714285714285,63.107142857142854,63.5,53.785714285714285,47.107142857142854,39.75,39.464285714285715
0.3,62.785714285714285,62.642857142857146,63.857142857142854,53.892857142857146,52.42857142857143,41.5,40.714285714285715
0.25,62.785714285714285,56.142857142857146,63.392857142857146,49.785714285714285,52.357142857142854,42.785714285714285,41.25
0.2,62.785714285714285,62.75,63.32142857142857,53.42857142857143,50.142857142857146,38.82142857142857,49.642857142857146
0.15,62.785714285714285,63.714285714285715,63.714285714285715,50.107142857142854,50.67857142857143,49.642857142857146,49.642857142857146
0.1,62.785714285714285,63.714285714285715,63.714285714285715,51.17857142857143,52.535714285714285,49.642857142857146,49.642857142857146
0.05,62.785714285714285,49.642857142857146,49.642857142857146,49.964285714285715,49.67857142857143,49.642857142857146,49.642857142857146
0.01,62.785714285714285,49.642857142857146,49.642857142857146,49.035714285714285,49.642857142857146,49.642857142857146,49.642857142857146
0.005,62.785714285714285,49.642857142857146,49.642857142857146,49.642857142857146,49.642857142857146,49.642857142857146,49.642857142857146
0.001,62.785714285714285,49.642857142857146,49.642857142857146,49.642857142857146,49.642857142857146,49.642857142857146,49.642857142857146
