fraction,model,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
0.001,7.0,99.92857142857144,50.142857142857146,50.142857142857146,50.142857142857146,50.142857142857146,50.142857142857146,50.142857142857146
0.005,7.0,99.92857142857144,50.21428571428572,50.21428571428572,50.142857142857146,50.142857142857146,50.142857142857146,50.142857142857146
0.01,7.0,99.92857142857144,50.142857142857146,50.142857142857146,50.21428571428572,49.96428571428572,50.142857142857146,50.142857142857146
0.05,7.0,99.92857142857144,50.21428571428572,50.25,51.642857142857146,50.285714285714285,50.035714285714285,49.85714285714285
0.1,7.0,99.92857142857144,67.89285714285714,63.92857142857143,54.35714285714285,53.32142857142857,50.17857142857143,50.035714285714285
0.15,7.0,99.92857142857144,82.96428571428571,98.17857142857144,62.75,57.25,50.25,50.25
0.2,7.0,99.92857142857144,94.64285714285714,97.25,65.89285714285714,59.142857142857146,50.17857142857143,50.25
0.25,7.0,99.92857142857144,98.60714285714286,99.42857142857144,74.39285714285714,61.535714285714285,50.21428571428572,49.71428571428572
0.3,7.0,99.92857142857144,98.89285714285714,99.46428571428572,75.0,62.92857142857143,50.25,50.17857142857143
0.35,7.0,99.92857142857144,99.28571428571428,99.71428571428572,81.17857142857143,68.35714285714286,49.75,50.17857142857143
0.4,7.0,99.92857142857144,99.67857142857144,99.75,81.57142857142857,68.96428571428571,49.35714285714285,49.75
0.45,7.0,99.92857142857144,99.14285714285714,99.46428571428572,81.71428571428571,68.46428571428571,50.642857142857146,50.17857142857143
0.5,7.0,99.92857142857144,99.57142857142856,99.67857142857144,85.25,80.42857142857143,49.82142857142857,49.785714285714285
0.55,7.0,99.92857142857144,99.71428571428572,98.85714285714286,93.07142857142856,75.92857142857143,50.21428571428572,51.35714285714285
0.6,7.0,99.92857142857144,99.71428571428572,99.25,91.46428571428572,73.17857142857143,50.785714285714285,53.10714285714285
0.65,7.0,99.92857142857144,99.71428571428572,99.14285714285714,94.35714285714286,77.57142857142857,50.0,51.82142857142857
0.7,7.0,99.92857142857144,99.71428571428572,99.07142857142856,97.78571428571428,83.32142857142857,51.82142857142857,56.535714285714285
0.8,7.0,99.92857142857144,99.92857142857144,98.78571428571428,98.64285714285714,83.64285714285714,67.32142857142857,85.39285714285714
0.9,7.0,99.92857142857144,99.89285714285714,98.39285714285714,98.96428571428572,91.71428571428572,98.89285714285714,78.53571428571429
1.0,7.0,99.92857142857144,99.92857142857144,98.21428571428572,99.92857142857144,98.21428571428572,99.92857142857144,98.21428571428572
