fraction,model,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
0.001,7.0,61.75,50.21428571428572,50.21428571428572,50.21428571428572,50.21428571428572,50.21428571428572,50.21428571428572
0.005,7.0,61.75,50.21428571428572,50.21428571428572,50.21428571428572,50.21428571428572,50.21428571428572,50.21428571428572
0.01,7.0,61.75,50.21428571428572,50.21428571428572,50.21428571428572,50.21428571428572,50.21428571428572,50.21428571428572
0.05,7.0,61.75,50.21428571428572,50.21428571428572,50.17857142857143,50.17857142857143,50.21428571428572,50.392857142857146
0.1,7.0,61.75,50.21428571428572,50.21428571428572,50.35714285714285,50.285714285714285,49.60714285714285,50.42857142857143
0.15,7.0,61.75,50.21428571428572,50.21428571428572,51.92857142857143,50.67857142857143,50.32142857142857,49.85714285714285
0.2,7.0,61.75,50.21428571428572,50.21428571428572,51.92857142857143,52.535714285714285,49.392857142857146,50.21428571428572
0.25,7.0,61.75,50.392857142857146,50.5,53.07142857142857,52.035714285714285,49.392857142857146,50.0
0.3,7.0,61.75,50.785714285714285,52.10714285714285,53.35714285714285,52.0,49.60714285714285,49.71428571428572
0.35,7.0,61.75,51.535714285714285,54.142857142857146,53.85714285714285,53.10714285714285,50.392857142857146,49.60714285714285
0.4,7.0,61.75,53.67857142857143,58.35714285714285,54.07142857142857,53.92857142857143,49.785714285714285,49.785714285714285
0.45,7.0,61.75,55.46428571428572,59.46428571428572,54.42857142857143,53.25,50.035714285714285,49.60714285714285
0.5,7.0,61.75,58.71428571428572,60.035714285714285,57.07142857142857,54.32142857142857,49.785714285714285,49.785714285714285
0.55,7.0,61.75,60.07142857142857,59.642857142857146,57.42857142857143,54.46428571428572,49.785714285714285,50.82142857142857
0.6,7.0,61.75,60.17857142857143,58.21428571428572,58.42857142857143,54.535714285714285,50.642857142857146,50.285714285714285
0.65,7.0,61.75,60.67857142857143,57.0,58.10714285714285,55.17857142857143,50.25,50.785714285714285
0.7,7.0,61.75,60.892857142857146,57.92857142857143,59.142857142857146,55.35714285714285,51.25,51.07142857142857
0.8,7.0,61.75,61.785714285714285,54.32142857142857,60.392857142857146,56.142857142857146,51.82142857142857,51.785714285714285
0.9,7.0,61.75,62.035714285714285,52.85714285714285,60.85714285714285,53.85714285714285,55.142857142857146,51.75
1.0,7.0,61.75,61.75,52.535714285714285,61.75,52.535714285714285,61.75,52.535714285714285
