fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,97.0,97.0,50.67857142857143,97.0,50.67857142857143,97.0,50.67857142857143
0.9,97.0,96.28571428571429,50.67857142857143,79.39285714285714,50.67857142857143,60.535714285714285,50.67857142857143
0.8,97.0,87.32142857142857,50.67857142857143,71.75,50.67857142857143,58.642857142857146,50.67857142857143
0.7,97.0,49.535714285714285,59.42857142857143,64.60714285714286,50.785714285714285,57.32142857142857,50.67857142857143
0.65,97.0,49.32142857142857,60.57142857142857,65.96428571428571,51.32142857142857,50.67857142857143,50.67857142857143
0.6,97.0,49.32142857142857,74.25,62.285714285714285,51.214285714285715,50.67857142857143,50.67857142857143
0.55,97.0,49.32142857142857,61.642857142857146,56.285714285714285,51.214285714285715,50.67857142857143,50.67857142857143
0.5,97.0,49.32142857142857,49.32142857142857,59.892857142857146,51.714285714285715,50.67857142857143,50.67857142857143
0.45,97.0,49.32142857142857,49.32142857142857,57.607142857142854,52.857142857142854,50.67857142857143,50.67857142857143
0.4,97.0,49.32142857142857,49.32142857142857,54.964285714285715,54.32142857142857,50.67857142857143,48.67857142857143
0.35,97.0,49.32142857142857,49.32142857142857,56.57142857142857,52.92857142857143,50.642857142857146,47.714285714285715
0.3,97.0,49.32142857142857,49.32142857142857,54.892857142857146,53.17857142857143,47.642857142857146,47.785714285714285
0.25,97.0,49.32142857142857,49.32142857142857,53.785714285714285,51.464285714285715,48.464285714285715,49.32142857142857
0.2,97.0,49.32142857142857,49.32142857142857,51.714285714285715,52.857142857142854,49.607142857142854,49.32142857142857
0.15,97.0,49.32142857142857,49.32142857142857,53.214285714285715,50.892857142857146,49.535714285714285,49.32142857142857
0.1,97.0,49.32142857142857,49.32142857142857,49.75,50.107142857142854,49.32142857142857,49.32142857142857
0.05,97.0,49.32142857142857,49.32142857142857,49.535714285714285,49.142857142857146,49.32142857142857,49.32142857142857
0.01,97.0,49.32142857142857,49.32142857142857,49.32142857142857,49.32142857142857,49.32142857142857,49.32142857142857
0.005,97.0,49.32142857142857,49.32142857142857,49.32142857142857,49.32142857142857,49.32142857142857,49.32142857142857
0.001,97.0,49.32142857142857,49.32142857142857,49.32142857142857,49.32142857142857,49.32142857142857,49.32142857142857
