fraction,model,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
0.001,14.5,97.875,50.0,50.0,50.0,50.0,50.0,50.0
0.005,14.5,97.875,50.0,50.0,50.0,50.0,50.0,50.0
0.01,14.5,97.875,50.0,50.0,50.0,50.0,50.0,50.0
0.05,14.5,97.875,50.0,50.0,58.425,54.25,50.0,50.0
0.1,14.5,97.875,79.15,79.85,67.1,59.5,50.075,50.4
0.15,14.5,97.875,91.44999999999999,90.5,73.65,64.625,50.4,51.325
0.2,14.5,97.875,93.6,92.9,78.67500000000001,68.95,50.0,50.025
0.25,14.5,97.875,95.25,93.9,83.2,71.8,50.0,50.0
0.3,14.5,97.875,95.525,94.275,87.375,72.625,50.0,50.0
0.35,14.5,97.875,95.95,94.42500000000001,89.325,75.425,50.0,50.0
0.4,14.5,97.875,96.07499999999999,95.35,90.875,76.625,50.0,50.0
0.45,14.5,97.875,96.4,96.125,92.35,79.82499999999999,50.0,50.0
0.5,14.5,97.875,96.625,96.67500000000001,93.82499999999999,81.625,50.025,50.0
0.55,14.5,97.875,96.92500000000001,96.6,94.8,80.8,50.0,50.0
0.6,14.5,97.875,97.225,96.4,95.475,81.625,50.0,50.0
0.65,14.5,97.875,97.5,95.6,96.45,84.3,50.0,50.0
0.7,14.5,97.875,97.625,94.85,96.7,84.875,50.0,50.0
0.8,14.5,97.875,97.75,92.075,97.1,85.85,54.075,50.0
0.9,14.5,97.875,97.825,88.42500000000001,97.45,87.975,83.15,55.35
1.0,14.5,97.875,97.875,87.875,97.875,87.875,97.875,87.875
