fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,100.0,100.0,56.214285714285715,100.0,56.214285714285715,100.0,56.214285714285715
0.9,100.0,100.0,64.03571428571429,93.60714285714286,58.07142857142857,80.46428571428571,52.5
0.8,100.0,99.96428571428571,67.75,86.53571428571429,59.32142857142857,53.607142857142854,43.785714285714285
0.7,100.0,99.82142857142857,75.89285714285714,80.39285714285714,62.67857142857143,52.07142857142857,44.67857142857143
0.65,100.0,99.67857142857143,81.10714285714286,73.71428571428571,60.607142857142854,51.857142857142854,40.392857142857146
0.6,100.0,99.5,86.82142857142857,79.5,62.464285714285715,52.07142857142857,36.285714285714285
0.55,100.0,98.96428571428571,90.0,72.67857142857143,62.214285714285715,43.642857142857146,37.142857142857146
0.5,100.0,97.96428571428571,94.39285714285714,75.17857142857143,69.92857142857143,36.607142857142854,35.964285714285715
0.45,100.0,99.57142857142857,89.67857142857143,73.39285714285714,64.17857142857143,52.07142857142857,52.67857142857143
0.4,100.0,100.0,77.0,64.78571428571429,64.82142857142857,52.07142857142857,38.214285714285715
0.35,100.0,86.5,99.82142857142857,68.21428571428571,61.214285714285715,57.07142857142857,59.75
0.3,100.0,72.03571428571429,75.89285714285714,64.96428571428571,56.5,37.357142857142854,28.428571428571427
0.25,100.0,71.89285714285714,75.85714285714286,58.17857142857143,60.42857142857143,65.85714285714286,47.92857142857143
0.2,100.0,71.5,75.78571428571429,54.964285714285715,55.17857142857143,63.357142857142854,71.53571428571429
0.15,100.0,72.17857142857143,73.85714285714286,57.785714285714285,59.714285714285715,18.071428571428573,23.5
0.1,100.0,59.75,49.892857142857146,52.57142857142857,58.57142857142857,52.07142857142857,52.07142857142857
0.05,100.0,52.07142857142857,52.07142857142857,51.964285714285715,52.964285714285715,52.07142857142857,52.07142857142857
0.01,100.0,52.07142857142857,52.07142857142857,52.07142857142857,52.07142857142857,52.07142857142857,52.07142857142857
0.005,100.0,52.07142857142857,52.07142857142857,52.07142857142857,52.07142857142857,52.07142857142857,52.07142857142857
0.001,100.0,52.07142857142857,52.07142857142857,52.07142857142857,52.07142857142857,52.07142857142857,52.07142857142857
