fraction,model,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
0.001,3.5,99.96428571428572,48.94642857142857,48.94642857142857,48.94642857142857,48.94642857142857,48.94642857142857,48.94642857142857
0.005,3.5,99.96428571428572,48.94642857142857,48.94642857142857,48.75,48.98214285714286,48.94642857142857,48.75
0.01,3.5,99.96428571428572,48.94642857142857,48.94642857142857,49.535714285714285,49.142857142857146,48.94642857142857,48.75
0.05,3.5,99.96428571428572,48.94642857142857,48.94642857142857,52.660714285714285,51.0,48.375,48.5
0.1,3.5,99.96428571428572,73.01785714285714,72.44642857142857,58.625,57.57142857142857,26.017857142857146,30.214285714285715
0.15,3.5,99.96428571428572,71.71428571428572,67.125,62.55357142857142,60.464285714285715,46.10714285714286,31.142857142857146
0.2,3.5,99.96428571428572,71.875,67.30357142857143,66.16071428571429,65.46428571428571,47.07142857142858,34.05357142857143
0.25,3.5,99.96428571428572,72.21428571428571,62.94642857142857,68.76785714285714,68.01785714285714,50.05357142857143,43.83928571428572
0.3,3.5,99.96428571428572,74.66071428571428,74.625,70.75,69.07142857142857,50.42857142857143,49.642857142857146
0.35,3.5,99.96428571428572,87.625,95.875,75.01785714285714,71.94642857142857,50.67857142857143,51.03571428571429
0.4,3.5,99.96428571428572,98.03571428571429,94.375,78.51785714285714,74.48214285714286,54.125,54.46428571428571
0.45,3.5,99.96428571428572,99.05357142857142,92.03571428571429,78.48214285714286,74.76785714285714,61.08928571428571,51.25
0.5,3.5,99.96428571428572,99.21428571428571,89.25,81.44642857142857,78.80357142857143,52.60714285714285,66.83928571428572
0.55,3.5,99.96428571428572,99.66071428571429,86.76785714285714,83.14285714285714,78.89285714285714,52.5,52.85714285714285
0.6,3.5,99.96428571428572,99.80357142857143,84.76785714285714,86.875,81.53571428571428,60.35714285714286,54.35714285714286
0.65,3.5,99.96428571428572,99.92857142857144,83.66071428571428,88.28571428571428,81.39285714285714,65.35714285714286,64.35714285714286
0.7,3.5,99.96428571428572,99.92857142857144,84.05357142857143,89.94642857142857,80.78571428571429,74.30357142857143,65.98214285714286
0.8,3.5,99.96428571428572,99.96428571428572,80.75,94.83928571428572,80.16071428571428,72.30357142857143,71.08928571428572
0.9,3.5,99.96428571428572,99.98214285714286,81.5,98.25,82.89285714285714,79.42857142857143,73.57142857142857
1.0,3.5,99.96428571428572,99.96428571428572,82.19642857142858,99.96428571428572,82.19642857142858,99.96428571428572,82.19642857142858
