fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,92.5,92.5,59.17857142857143,92.5,59.17857142857143,92.5,59.17857142857143
0.9,92.5,92.57142857142857,62.535714285714285,92.17857142857143,59.642857142857146,70.82142857142857,56.42857142857143
0.8,92.5,92.42857142857143,67.35714285714286,87.89285714285714,63.57142857142857,60.42857142857143,56.75
0.7,92.5,92.10714285714286,68.60714285714286,89.42857142857143,63.464285714285715,56.142857142857146,59.75
0.65,92.5,91.85714285714286,70.39285714285714,82.60714285714286,64.64285714285714,52.17857142857143,63.357142857142854
0.6,92.5,91.64285714285714,72.60714285714286,79.60714285714286,67.10714285714286,53.92857142857143,70.03571428571429
0.55,92.5,91.35714285714286,76.92857142857143,77.71428571428571,66.35714285714286,76.85714285714286,71.42857142857143
0.5,92.5,90.78571428571429,88.35714285714286,78.71428571428571,64.03571428571429,70.92857142857143,68.10714285714286
0.45,92.5,86.39285714285714,86.17857142857143,74.78571428571429,61.42857142857143,70.75,65.0
0.4,92.5,77.96428571428571,69.14285714285714,71.64285714285714,62.035714285714285,69.03571428571429,52.107142857142854
0.35,92.5,81.17857142857143,88.21428571428571,69.89285714285714,58.25,81.25,67.0
0.3,92.5,78.82142857142857,77.57142857142857,71.39285714285714,58.67857142857143,71.75,55.107142857142854
0.25,92.5,76.35714285714286,76.0,69.07142857142857,53.67857142857143,63.92857142857143,49.82142857142857
0.2,92.5,85.89285714285714,87.0,63.642857142857146,54.07142857142857,52.964285714285715,49.42857142857143
0.15,92.5,88.28571428571429,87.78571428571429,59.607142857142854,59.357142857142854,49.42857142857143,49.42857142857143
0.1,92.5,58.285714285714285,53.142857142857146,55.892857142857146,49.07142857142857,49.42857142857143,49.42857142857143
0.05,92.5,49.42857142857143,49.42857142857143,50.82142857142857,53.535714285714285,49.42857142857143,49.42857142857143
0.01,92.5,49.42857142857143,49.42857142857143,49.42857142857143,49.57142857142857,49.42857142857143,49.42857142857143
0.005,92.5,49.42857142857143,49.42857142857143,49.42857142857143,49.42857142857143,49.42857142857143,49.42857142857143
0.001,92.5,49.42857142857143,49.42857142857143,49.42857142857143,49.42857142857143,49.42857142857143,49.42857142857143
