fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,84.35714285714286,84.35714285714286,51.285714285714285,84.35714285714286,51.285714285714285,84.35714285714286,51.285714285714285
0.9,84.35714285714286,82.57142857142857,51.285714285714285,74.60714285714286,51.285714285714285,63.17857142857143,51.285714285714285
0.8,84.35714285714286,79.10714285714286,51.285714285714285,68.03571428571429,51.964285714285715,55.392857142857146,51.535714285714285
0.7,84.35714285714286,69.0,52.92857142857143,62.42857142857143,53.285714285714285,65.92857142857143,51.285714285714285
0.65,84.35714285714286,59.607142857142854,53.107142857142854,61.17857142857143,56.5,55.32142857142857,51.285714285714285
0.6,84.35714285714286,51.0,60.92857142857143,63.17857142857143,55.464285714285715,56.142857142857146,51.285714285714285
0.55,84.35714285714286,48.714285714285715,61.82142857142857,60.17857142857143,55.857142857142854,51.285714285714285,51.285714285714285
0.5,84.35714285714286,48.714285714285715,49.607142857142854,55.857142857142854,54.857142857142854,51.285714285714285,51.285714285714285
0.45,84.35714285714286,48.714285714285715,48.714285714285715,54.67857142857143,55.07142857142857,51.285714285714285,51.285714285714285
0.4,84.35714285714286,48.714285714285715,48.714285714285715,55.642857142857146,53.25,51.285714285714285,51.285714285714285
0.35,84.35714285714286,48.714285714285715,48.714285714285715,54.57142857142857,55.642857142857146,51.285714285714285,39.82142857142857
0.3,84.35714285714286,48.714285714285715,48.714285714285715,52.785714285714285,51.5,51.642857142857146,42.142857142857146
0.25,84.35714285714286,48.714285714285715,48.714285714285715,51.75,52.92857142857143,50.07142857142857,46.607142857142854
0.2,84.35714285714286,48.714285714285715,48.714285714285715,50.535714285714285,51.285714285714285,49.32142857142857,46.92857142857143
0.15,84.35714285714286,48.714285714285715,48.714285714285715,50.785714285714285,50.392857142857146,48.714285714285715,48.714285714285715
0.1,84.35714285714286,48.714285714285715,48.714285714285715,51.107142857142854,50.464285714285715,49.75,48.714285714285715
0.05,84.35714285714286,48.714285714285715,48.714285714285715,48.714285714285715,48.892857142857146,48.714285714285715,48.714285714285715
0.01,84.35714285714286,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715
0.005,84.35714285714286,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715
0.001,84.35714285714286,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715,48.714285714285715
