fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,97.6,97.6,93.65,97.6,93.65,97.6,93.65
0.9,97.6,97.6,92.55,97.25,93.45,95.2,80.85
0.8,97.6,97.4,94.9,97.1,94.4,92.35,81.7
0.7,97.6,97.45,96.9,97.25,92.85,73.3,83.15
0.65,97.6,97.45,97.2,96.8,90.45,69.25,86.0
0.6,97.6,97.4,96.95,96.3,90.35,48.75,76.05
0.55,97.6,97.3,96.5,95.65,87.7,50.0,52.15
0.5,97.6,97.25,96.0,96.9,92.1,54.1,63.9
0.45,97.6,97.2,96.05,96.55,87.95,52.2,66.2
0.4,97.6,97.2,96.05,95.1,81.9,48.05,65.7
0.35,97.6,96.95,95.05,92.9,82.65,62.4,80.35
0.3,97.6,96.8,94.8,94.1,74.7,50.0,59.5
0.25,97.6,89.5,96.5,91.85,70.9,50.0,62.45
0.2,97.6,50.85,50.75,86.9,79.9,64.15,69.65
0.15,97.6,49.95,50.0,75.65,68.95,69.0,71.55
0.1,97.6,49.95,49.75,73.75,67.5,63.4,67.1
0.05,97.6,44.5,45.0,62.9,64.25,56.75,55.15
0.01,97.6,28.35,28.55,52.0,48.6,50.0,50.0
0.005,97.6,50.0,50.0,50.0,50.0,50.0,50.0
0.001,97.6,50.0,50.0,50.0,50.0,50.0,50.0
