fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,97.8,97.8,95.7,97.8,95.7,97.8,95.7
0.9,97.8,97.75,94.8,97.45,94.95,92.6,93.25
0.8,97.8,97.65,95.3,97.45,93.4,69.95,89.95
0.7,97.8,97.5,96.85,96.55,93.2,81.0,91.65
0.65,97.8,97.35,96.95,96.45,92.05,89.55,92.95
0.6,97.8,97.35,96.8,96.55,92.9,90.25,94.9
0.55,97.8,97.35,96.9,96.0,90.75,51.4,91.35
0.5,97.8,97.35,97.25,94.55,89.85,83.15,89.35
0.45,97.8,97.2,97.2,93.0,93.6,50.0,76.05
0.4,97.8,96.9,96.95,92.9,82.95,50.05,66.05
0.35,97.8,96.3,96.95,94.3,86.1,55.3,70.95
0.3,97.8,95.75,97.2,86.85,74.6,61.9,81.7
0.25,97.8,93.65,97.0,87.25,78.35,84.8,80.45
0.2,97.8,77.2,94.2,80.6,73.8,74.05,76.15
0.15,97.8,65.65,82.25,81.85,73.85,61.4,61.0
0.1,97.8,49.95,50.0,69.15,73.65,91.85,83.7
0.05,97.8,50.0,50.0,67.3,68.0,32.85,46.25
0.01,97.8,50.0,50.0,51.95,51.0,47.9,49.45
0.005,97.8,50.0,50.0,50.0,50.0,50.0,50.0
0.001,97.8,50.0,50.0,50.0,50.0,50.0,50.0
