fraction,original,smallest,smallest_sign,random,random_sign,largest,largest_sign
1,97.95,97.95,50.3,97.95,50.3,97.95,50.3
0.9,97.95,97.95,50.0,97.7,51.25,50.1,50.0
0.8,97.95,98.0,50.1,97.65,54.85,50.0,50.0
0.7,97.95,97.75,69.7,96.45,52.85,50.0,50.0
0.65,97.95,97.65,85.55,93.4,55.35,50.0,50.0
0.6,97.95,96.45,94.7,96.35,53.75,50.0,50.0
0.55,97.95,95.45,96.8,95.25,56.95,50.0,50.0
0.5,97.95,93.9,97.1,94.15,55.2,50.0,50.0
0.45,97.95,86.7,88.25,86.8,60.35,50.0,50.0
0.4,97.95,83.6,80.0,91.35,57.6,50.0,50.0
0.35,97.95,81.75,79.2,78.6,61.0,50.0,50.0
0.3,97.95,78.15,75.0,92.1,57.2,50.0,50.0
0.25,97.95,78.85,76.95,76.55,64.1,49.45,47.7
0.2,97.95,66.4,58.75,75.7,64.9,50.0,49.75
0.15,97.95,50.0,50.0,63.0,66.35,50.0,70.5
0.1,97.95,50.0,50.0,70.3,61.05,52.4,52.15
0.05,97.95,50.0,50.0,56.7,56.05,44.45,52.3
0.01,97.95,50.0,50.0,50.0,50.0,50.0,50.0
0.005,97.95,50.0,50.0,50.0,50.0,50.0,50.0
0.001,97.95,50.0,50.0,50.0,50.0,50.0,50.0
